location_id,month_end,line_item_key,amount
L01,2023-02-28,exp_food_ingredients,-11025.41
L01,2023-02-28,exp_packaging,-5405.85
L01,2023-02-28,exp_retail_cogs,-3649.24
L01,2023-02-28,exp_barista_wages,-31288.14
L01,2023-02-28,exp_shift_lead_wages,-10493.91
L01,2023-02-28,exp_store_manager_salary,-11677.64
L01,2023-02-28,exp_payroll_taxes,-4890.26
L01,2023-02-28,exp_employee_benefits,-3986.37
L01,2023-02-28,exp_overtime,-2309.28
L01,2023-02-28,exp_rent,-13213.73
L01,2023-02-28,exp_utilities,-2691.47
L01,2023-02-28,exp_property_insurance,-1105.36
L01,2023-02-28,exp_cam,-1496.75
L01,2023-02-28,exp_property_tax,-1850.98
L01,2023-02-28,exp_marketing,-3208.19
L01,2023-02-28,exp_pos_software,-1007.81
L01,2023-02-28,exp_equipment_maintenance,-1666.31
L01,2023-02-28,exp_cleaning,-1096.45
L01,2023-02-28,exp_cc_fees,-2667.21
L01,2023-02-28,exp_office_supplies,-548.54
L01,2023-02-28,exp_waste_removal,-605.49
L01,2023-02-28,exp_corporate_overhead,-4221.78
L01,2023-02-28,exp_training,-831.3
L01,2023-02-28,exp_general_liability_ins,-806.15
L01,2023-02-28,exp_bank_fees,-369.19
L01,2023-02-28,exp_depreciation,-2365.59
L01,2023-02-28,exp_professional_fees,-1144.96
L01,2023-03-31,rev_drip_coffee,22923.99
L01,2023-03-31,rev_espresso_drinks,32330.7
L01,2023-03-31,rev_cold_brew,15516.9
L01,2023-03-31,rev_specialty_seasonal,8546.18
L01,2023-03-31,rev_tea,4790.74
L01,2023-03-31,rev_pastries,10829.24
L01,2023-03-31,rev_sandwiches,10118.09
L01,2023-03-31,rev_breakfast,6742.38
L01,2023-03-31,rev_snacks,3399.6
L01,2023-03-31,rev_whole_bean,4790.47
L01,2023-03-31,rev_brew_equipment,2462.81
L01,2023-03-31,rev_merchandise,1393.29
L01,2023-03-31,rev_gift_cards,2700.06
L01,2023-03-31,rev_catering,3243.9
L01,2023-03-31,rev_wholesale,2821.2
L01,2023-03-31,exp_coffee_beans,-23423.07
L01,2023-03-31,exp_dairy,-14189.27
L01,2023-03-31,exp_syrups,-5291.99
L01,2023-03-31,exp_food_ingredients,-10501.04
L01,2023-03-31,exp_packaging,-5735.13
L01,2023-03-31,exp_retail_cogs,-4057.09
L01,2023-03-31,exp_barista_wages,-32384.08
L01,2023-03-31,exp_shift_lead_wages,-9510.84
L01,2023-03-31,exp_store_manager_salary,-12380.63
L01,2023-03-31,exp_payroll_taxes,-5350.46
L01,2023-03-31,exp_employee_benefits,-4525.64
L01,2023-03-31,exp_overtime,-2553.82
L01,2023-03-31,exp_rent,-13502.78
L01,2023-03-31,exp_utilities,-2670.98
L01,2023-03-31,exp_property_insurance,-1067.98
L01,2023-03-31,exp_cam,-1515.06
L01,2023-03-31,exp_property_tax,-1853.25
L01,2023-03-31,exp_marketing,-3429.68
L01,2023-03-31,exp_pos_software,-1126.83
L01,2023-03-31,exp_equipment_maintenance,-1650.39
L01,2023-03-31,exp_cleaning,-1345.99
L01,2023-03-31,exp_cc_fees,-2438.68
L01,2023-03-31,exp_office_supplies,-533.83
L01,2023-03-31,exp_waste_removal,-624.01
L01,2023-03-31,exp_corporate_overhead,-3868.81
L01,2023-03-31,exp_training,-752.16
L01,2023-03-31,exp_general_liability_ins,-856.29
L01,2023-03-31,exp_bank_fees,-344.42
L01,2023-03-31,exp_depreciation,-1931.42
L01,2023-03-31,exp_professional_fees,-964.5
L01,2023-04-30,rev_drip_coffee,24932.18
L01,2023-04-30,rev_espresso_drinks,37587.03
L01,2023-04-30,rev_cold_brew,19064.27
L01,2023-04-30,rev_specialty_seasonal,12824.11
L01,2023-04-30,rev_tea,5892.2
L01,2023-04-30,rev_pastries,11738.98
L01,2023-04-30,rev_sandwiches,9599.89
L01,2023-04-30,rev_breakfast,7024.59
L01,2023-04-30,rev_snacks,3607.09
L01,2023-04-30,rev_whole_bean,5027.12
L01,2023-04-30,rev_brew_equipment,2233.35
L01,2023-04-30,rev_merchandise,1492.65
L01,2023-04-30,rev_gift_cards,2912.7
L01,2023-04-30,rev_catering,3736.62
L01,2023-04-30,rev_wholesale,2980.98
L01,2023-04-30,exp_coffee_beans,-24545.03
L01,2023-04-30,exp_dairy,-13921.41
L01,2023-04-30,exp_syrups,-5215.92
L01,2023-04-30,exp_food_ingredients,-12066.1
L01,2023-04-30,exp_packaging,-6430.94
L01,2023-04-30,exp_retail_cogs,-4247.94
L01,2023-04-30,exp_barista_wages,-36620.54
L01,2023-04-30,exp_shift_lead_wages,-10403.35
L01,2023-04-30,exp_store_manager_salary,-11791.93
L01,2023-04-30,exp_payroll_taxes,-5361.09
L01,2023-04-30,exp_employee_benefits,-4396.27
L01,2023-04-30,exp_overtime,-2961.86
L01,2023-04-30,exp_rent,-12868.7
L01,2023-04-30,exp_utilities,-2728.83
L01,2023-04-30,exp_property_insurance,-1070.61
L01,2023-04-30,exp_cam,-1537.78
L01,2023-04-30,exp_property_tax,-1859.33
L01,2023-04-30,exp_marketing,-2972.01
L01,2023-04-30,exp_pos_software,-1035.74
L01,2023-04-30,exp_equipment_maintenance,-1489.18
L01,2023-04-30,exp_cleaning,-1226.55
L01,2023-04-30,exp_cc_fees,-2641.77
L01,2023-04-30,exp_office_supplies,-500.41
L01,2023-04-30,exp_waste_removal,-599.84
L01,2023-04-30,exp_corporate_overhead,-4095.21
L01,2023-04-30,exp_training,-1009.98
L01,2023-04-30,exp_general_liability_ins,-818.03
L01,2023-04-30,exp_bank_fees,-348.07
L01,2023-04-30,exp_depreciation,-2329.2
L01,2023-04-30,exp_professional_fees,-1213.73
L01,2023-05-31,rev_drip_coffee,25986.47
L01,2023-05-31,rev_espresso_drinks,35770.54
L01,2023-05-31,rev_cold_brew,18787.93
L01,2023-05-31,rev_specialty_seasonal,11294.36
L01,2023-05-31,rev_tea,6724.0
L01,2023-05-31,rev_pastries,13581.78
L01,2023-05-31,rev_sandwiches,10962.24
L01,2023-05-31,rev_breakfast,6430.79
L01,2023-05-31,rev_snacks,4585.91
L01,2023-05-31,rev_whole_bean,6212.79
L01,2023-05-31,rev_brew_equipment,2430.35
L01,2023-05-31,rev_merchandise,1536.54
L01,2023-05-31,rev_gift_cards,3147.48
L01,2023-05-31,rev_catering,3531.61
L01,2023-05-31,rev_wholesale,2943.34
L01,2023-05-31,exp_coffee_beans,-28053.99
L01,2023-05-31,exp_dairy,-15638.55
L01,2023-05-31,exp_syrups,-5611.77
L01,2023-05-31,exp_food_ingredients,-12599.75
L01,2023-05-31,exp_packaging,-6308.78
L01,2023-05-31,exp_retail_cogs,-4743.34
L01,2023-05-31,exp_barista_wages,-35775.1
L01,2023-05-31,exp_shift_lead_wages,-11461.18
L01,2023-05-31,exp_store_manager_salary,-11454.92
L01,2023-05-31,exp_payroll_taxes,-5838.1
L01,2023-05-31,exp_employee_benefits,-4489.95
L01,2023-05-31,exp_overtime,-2504.78
L01,2023-05-31,exp_rent,-12853.85
L01,2023-05-31,exp_utilities,-2665.89
L01,2023-05-31,exp_property_insurance,-1110.28
L01,2023-05-31,exp_cam,-1469.6
L01,2023-05-31,exp_property_tax,-1846.26
L01,2023-05-31,exp_marketing,-2873.12
L01,2023-05-31,exp_pos_software,-1005.9
L01,2023-05-31,exp_equipment_maintenance,-1753.31
L01,2023-05-31,exp_cleaning,-1237.36
L01,2023-05-31,exp_cc_fees,-3137.84
L01,2023-05-31,exp_office_supplies,-561.5
L01,2023-05-31,exp_waste_removal,-639.87
L01,2023-05-31,exp_corporate_overhead,-3935.62
L01,2023-05-31,exp_training,-893.39
L01,2023-05-31,exp_general_liability_ins,-819.36
L01,2023-05-31,exp_bank_fees,-314.05
L01,2023-05-31,exp_depreciation,-2284.97
L01,2023-05-31,exp_professional_fees,-1098.03
L01,2023-06-30,rev_drip_coffee,32727.05
L01,2023-06-30,rev_espresso_drinks,45375.85
L01,2023-06-30,rev_cold_brew,23158.31
L01,2023-06-30,rev_specialty_seasonal,11380.0
L01,2023-06-30,rev_tea,5639.68
L01,2023-06-30,rev_pastries,13603.21
L01,2023-06-30,rev_sandwiches,13290.16
L01,2023-06-30,rev_breakfast,8445.63
L01,2023-06-30,rev_snacks,4068.93
L01,2023-06-30,rev_whole_bean,5519.12
L01,2023-06-30,rev_brew_equipment,2178.33
L01,2023-06-30,rev_merchandise,1668.81
L01,2023-06-30,rev_gift_cards,2750.4
L01,2023-06-30,rev_catering,3958.03
L01,2023-06-30,rev_wholesale,3144.4
L01,2023-06-30,exp_coffee_beans,-28855.06
L01,2023-06-30,exp_dairy,-15521.32
L01,2023-06-30,exp_syrups,-5548.23
L01,2023-06-30,exp_food_ingredients,-14993.08
L01,2023-06-30,exp_packaging,-6191.68
L01,2023-06-30,exp_retail_cogs,-4467.69
L01,2023-06-30,exp_barista_wages,-41058.03
L01,2023-06-30,exp_shift_lead_wages,-13468.23
L01,2023-06-30,exp_store_manager_salary,-12621.4
L01,2023-06-30,exp_payroll_taxes,-5951.19
L01,2023-06-30,exp_employee_benefits,-5016.07
L01,2023-06-30,exp_overtime,-3100.09
L01,2023-06-30,exp_rent,-12825.4
L01,2023-06-30,exp_utilities,-2670.66
L01,2023-06-30,exp_property_insurance,-1107.25
L01,2023-06-30,exp_cam,-1522.78
L01,2023-06-30,exp_property_tax,-1831.25
L01,2023-06-30,exp_marketing,-2978.9
L01,2023-06-30,exp_pos_software,-896.99
L01,2023-06-30,exp_equipment_maintenance,-1555.57
L01,2023-06-30,exp_cleaning,-1142.89
L01,2023-06-30,exp_cc_fees,-2831.95
L01,2023-06-30,exp_office_supplies,-538.64
L01,2023-06-30,exp_waste_removal,-720.16
L01,2023-06-30,exp_corporate_overhead,-4433.43
L01,2023-06-30,exp_training,-885.8
L01,2023-06-30,exp_general_liability_ins,-833.47
L01,2023-06-30,exp_bank_fees,-354.12
L01,2023-06-30,exp_depreciation,-2264.5
L01,2023-06-30,exp_professional_fees,-996.07
L01,2023-07-31,rev_drip_coffee,28678.67
L01,2023-07-31,rev_espresso_drinks,40193.68
L01,2023-07-31,rev_cold_brew,29794.16
L01,2023-07-31,rev_specialty_seasonal,13465.15
L01,2023-07-31,rev_tea,6761.04
L01,2023-07-31,rev_pastries,13765.45
L01,2023-07-31,rev_sandwiches,12125.58
L01,2023-07-31,rev_breakfast,8662.54
L01,2023-07-31,rev_snacks,4529.95
L01,2023-07-31,rev_whole_bean,6209.59
L01,2023-07-31,rev_brew_equipment,2323.68
L01,2023-07-31,rev_merchandise,1864.91
L01,2023-07-31,rev_gift_cards,3198.6
L01,2023-07-31,rev_catering,3866.8
L01,2023-07-31,rev_wholesale,3341.22
L01,2023-07-31,exp_coffee_beans,-30160.79
L01,2023-07-31,exp_dairy,-17518.51
L01,2023-07-31,exp_syrups,-6057.98
L01,2023-07-31,exp_food_ingredients,-13841.43
L01,2023-07-31,exp_packaging,-6709.32
L01,2023-07-31,exp_retail_cogs,-4890.54
L01,2023-07-31,exp_barista_wages,-40900.32
L01,2023-07-31,exp_shift_lead_wages,-9860.34
L01,2023-07-31,exp_store_manager_salary,-13599.95
L01,2023-07-31,exp_payroll_taxes,-6249.91
L01,2023-07-31,exp_employee_benefits,-5083.81
L01,2023-07-31,exp_overtime,-2790.65
L01,2023-07-31,exp_rent,-12623.95
L01,2023-07-31,exp_utilities,-2701.43
L01,2023-07-31,exp_property_insurance,-1127.97
L01,2023-07-31,exp_cam,-1463.34
L01,2023-07-31,exp_property_tax,-1877.01
L01,2023-07-31,exp_marketing,-2920.11
L01,2023-07-31,exp_pos_software,-1033.6
L01,2023-07-31,exp_equipment_maintenance,-1425.74
L01,2023-07-31,exp_cleaning,-1134.9
L01,2023-07-31,exp_cc_fees,-3127.51
L01,2023-07-31,exp_office_supplies,-603.54
L01,2023-07-31,exp_waste_removal,-806.87
L01,2023-07-31,exp_corporate_overhead,-4499.73
L01,2023-07-31,exp_training,-910.54
L01,2023-07-31,exp_general_liability_ins,-945.56
L01,2023-07-31,exp_bank_fees,-367.72
L01,2023-07-31,exp_depreciation,-2451.97
L01,2023-07-31,exp_professional_fees,-1041.69
L01,2023-08-31,rev_drip_coffee,26896.79
L01,2023-08-31,rev_espresso_drinks,36585.81
L01,2023-08-31,rev_cold_brew,26343.59
L01,2023-08-31,rev_specialty_seasonal,10361.43
L01,2023-08-31,rev_tea,6666.08
L01,2023-08-31,rev_pastries,13809.1
L01,2023-08-31,rev_sandwiches,13924.31
L01,2023-08-31,rev_breakfast,8019.45
L01,2023-08-31,rev_snacks,4861.91
L01,2023-08-31,rev_whole_bean,6054.29
L01,2023-08-31,rev_brew_equipment,2258.31
L01,2023-08-31,rev_merchandise,1651.72
L01,2023-08-31,rev_gift_cards,2675.41
L01,2023-08-31,rev_catering,3890.98
L01,2023-08-31,rev_wholesale,3722.76
L01,2023-08-31,exp_coffee_beans,-29381.65
L01,2023-08-31,exp_dairy,-16128.94
L01,2023-08-31,exp_syrups,-5582.44
L01,2023-08-31,exp_food_ingredients,-13330.31
L01,2023-08-31,exp_packaging,-6104.15
L01,2023-08-31,exp_retail_cogs,-4486.71
L01,2023-08-31,exp_barista_wages,-37266.8
L01,2023-08-31,exp_shift_lead_wages,-12131.46
L01,2023-08-31,exp_store_manager_salary,-13919.32
L01,2023-08-31,exp_payroll_taxes,-5192.23
L01,2023-08-31,exp_employee_benefits,-4950.95
L01,2023-08-31,exp_overtime,-2790.38
L01,2023-08-31,exp_rent,-13191.94
L01,2023-08-31,exp_utilities,-2770.58
L01,2023-08-31,exp_property_insurance,-1045.31
L01,2023-08-31,exp_cam,-1491.8
L01,2023-08-31,exp_property_tax,-1866.93
L01,2023-08-31,exp_marketing,-2541.77
L01,2023-08-31,exp_pos_software,-1193.48
L01,2023-08-31,exp_equipment_maintenance,-1652.22
L01,2023-08-31,exp_cleaning,-1273.58
L01,2023-08-31,exp_cc_fees,-2609.67
L01,2023-08-31,exp_office_supplies,-616.72
L01,2023-08-31,exp_waste_removal,-761.21
L01,2023-08-31,exp_corporate_overhead,-4119.49
L01,2023-08-31,exp_training,-892.69
L01,2023-08-31,exp_general_liability_ins,-826.91
L01,2023-08-31,exp_bank_fees,-321.84
L01,2023-08-31,exp_depreciation,-2231.07
L01,2023-08-31,exp_professional_fees,-1057.16
L01,2023-09-30,rev_drip_coffee,25569.51
L01,2023-09-30,rev_espresso_drinks,38803.55
L01,2023-09-30,rev_cold_brew,15347.29
L01,2023-09-30,rev_specialty_seasonal,10501.73
L01,2023-09-30,rev_tea,6506.62
L01,2023-09-30,rev_pastries,12229.61
L01,2023-09-30,rev_sandwiches,11028.9
L01,2023-09-30,rev_breakfast,7128.37
L01,2023-09-30,rev_snacks,4200.98
L01,2023-09-30,rev_whole_bean,5308.75
L01,2023-09-30,rev_brew_equipment,2649.97
L01,2023-09-30,rev_merchandise,1645.39
L01,2023-09-30,rev_gift_cards,2921.86
L01,2023-09-30,rev_catering,3930.92
L01,2023-09-30,rev_wholesale,3653.16
L01,2023-09-30,exp_coffee_beans,-26132.31
L01,2023-09-30,exp_dairy,-13945.03
L01,2023-09-30,exp_syrups,-5890.21
L01,2023-09-30,exp_food_ingredients,-12058.19
L01,2023-09-30,exp_packaging,-6059.32
L01,2023-09-30,exp_retail_cogs,-4586.73
L01,2023-09-30,exp_barista_wages,-31618.59
L01,2023-09-30,exp_shift_lead_wages,-10033.99
L01,2023-09-30,exp_store_manager_salary,-11607.58
L01,2023-09-30,exp_payroll_taxes,-5482.18
L01,2023-09-30,exp_employee_benefits,-4772.09
L01,2023-09-30,exp_overtime,-2740.39
L01,2023-09-30,exp_rent,-13155.93
L01,2023-09-30,exp_utilities,-2607.99
L01,2023-09-30,exp_property_insurance,-1039.93
L01,2023-09-30,exp_cam,-1511.29
L01,2023-09-30,exp_property_tax,-1827.72
L01,2023-09-30,exp_marketing,-3158.0
L01,2023-09-30,exp_pos_software,-1112.98
L01,2023-09-30,exp_equipment_maintenance,-1615.55
L01,2023-09-30,exp_cleaning,-1263.43
L01,2023-09-30,exp_cc_fees,-2831.13
L01,2023-09-30,exp_office_supplies,-600.54
L01,2023-09-30,exp_waste_removal,-639.27
L01,2023-09-30,exp_corporate_overhead,-3953.43
L01,2023-09-30,exp_training,-889.41
L01,2023-09-30,exp_general_liability_ins,-871.21
L01,2023-09-30,exp_bank_fees,-338.38
L01,2023-09-30,exp_depreciation,-2382.49
L01,2023-09-30,exp_professional_fees,-1044.99
L01,2023-10-31,rev_drip_coffee,24093.44
L01,2023-10-31,rev_espresso_drinks,37562.78
L01,2023-10-31,rev_cold_brew,13817.4
L01,2023-10-31,rev_specialty_seasonal,9321.17
L01,2023-10-31,rev_tea,5026.88
L01,2023-10-31,rev_pastries,10368.22
L01,2023-10-31,rev_sandwiches,10945.97
L01,2023-10-31,rev_breakfast,7289.62
L01,2023-10-31,rev_snacks,3770.07
L01,2023-10-31,rev_whole_bean,5282.19
L01,2023-10-31,rev_brew_equipment,2552.97
L01,2023-10-31,rev_merchandise,1670.0
L01,2023-10-31,rev_gift_cards,2668.98
L01,2023-10-31,rev_catering,4089.86
L01,2023-10-31,rev_wholesale,3041.55
L01,2023-10-31,exp_coffee_beans,-24801.63
L01,2023-10-31,exp_dairy,-14742.08
L01,2023-10-31,exp_syrups,-4950.17
L01,2023-10-31,exp_food_ingredients,-11561.37
L01,2023-10-31,exp_packaging,-5802.87
L01,2023-10-31,exp_retail_cogs,-4390.03
L01,2023-10-31,exp_barista_wages,-38151.87
L01,2023-10-31,exp_shift_lead_wages,-9835.23
L01,2023-10-31,exp_store_manager_salary,-12993.67
L01,2023-10-31,exp_payroll_taxes,-5335.34
L01,2023-10-31,exp_employee_benefits,-4727.18
L01,2023-10-31,exp_overtime,-2605.78
L01,2023-10-31,exp_rent,-12604.54
L01,2023-10-31,exp_utilities,-2733.65
L01,2023-10-31,exp_property_insurance,-1077.11
L01,2023-10-31,exp_cam,-1493.53
L01,2023-10-31,exp_property_tax,-1805.65
L01,2023-10-31,exp_marketing,-2821.75
L01,2023-10-31,exp_pos_software,-1084.48
L01,2023-10-31,exp_equipment_maintenance,-1563.36
L01,2023-10-31,exp_cleaning,-1212.76
L01,2023-10-31,exp_cc_fees,-2867.86
L01,2023-10-31,exp_office_supplies,-645.63
L01,2023-10-31,exp_waste_removal,-664.16
L01,2023-10-31,exp_corporate_overhead,-3431.19
L01,2023-10-31,exp_training,-965.33
L01,2023-10-31,exp_general_liability_ins,-778.46
L01,2023-10-31,exp_bank_fees,-391.51
L01,2023-10-31,exp_depreciation,-2351.29
L01,2023-10-31,exp_professional_fees,-1059.45
L01,2023-11-30,rev_drip_coffee,27000.85
L01,2023-11-30,rev_espresso_drinks,43981.02
L01,2023-11-30,rev_cold_brew,20703.38
L01,2023-11-30,rev_specialty_seasonal,16376.51
L01,2023-11-30,rev_tea,6238.31
L01,2023-11-30,rev_pastries,14953.43
L01,2023-11-30,rev_sandwiches,11654.25
L01,2023-11-30,rev_breakfast,7625.39
L01,2023-11-30,rev_snacks,4158.01
L01,2023-11-30,rev_whole_bean,5756.93
L01,2023-11-30,rev_brew_equipment,2367.12
L01,2023-11-30,rev_merchandise,1423.09
L01,2023-11-30,rev_gift_cards,2417.84
L01,2023-11-30,rev_catering,3629.21
L01,2023-11-30,rev_wholesale,3141.19
L01,2023-11-30,exp_coffee_beans,-27546.46
L01,2023-11-30,exp_dairy,-17998.54
L01,2023-11-30,exp_syrups,-6092.86
L01,2023-11-30,exp_food_ingredients,-12437.97
L01,2023-11-30,exp_packaging,-6492.27
L01,2023-11-30,exp_retail_cogs,-4465.31
L01,2023-11-30,exp_barista_wages,-35564.53
L01,2023-11-30,exp_shift_lead_wages,-11345.73
L01,2023-11-30,exp_store_manager_salary,-13775.38
L01,2023-11-30,exp_payroll_taxes,-5832.78
L01,2023-11-30,exp_employee_benefits,-5115.94
L01,2023-11-30,exp_overtime,-2559.71
L01,2023-11-30,exp_rent,-13085.3
L01,2023-11-30,exp_utilities,-2823.26
L01,2023-11-30,exp_property_insurance,-1095.17
L01,2023-11-30,exp_cam,-1552.92
L01,2023-11-30,exp_property_tax,-1848.51
L01,2023-11-30,exp_marketing,-3194.66
L01,2023-11-30,exp_pos_software,-1034.08
L01,2023-11-30,exp_equipment_maintenance,-1566.37
L01,2023-11-30,exp_cleaning,-1082.65
L01,2023-11-30,exp_cc_fees,-2886.79
L01,2023-11-30,exp_office_supplies,-521.75
L01,2023-11-30,exp_waste_removal,-733.5
L01,2023-11-30,exp_corporate_overhead,-4462.64
L01,2023-11-30,exp_training,-904.21
L01,2023-11-30,exp_general_liability_ins,-782.1
L01,2023-11-30,exp_bank_fees,-368.24
L01,2023-11-30,exp_depreciation,-2194.58
L01,2023-11-30,exp_professional_fees,-1173.96
L01,2023-12-31,rev_drip_coffee,25325.55
L01,2023-12-31,rev_espresso_drinks,41820.91
L01,2023-12-31,rev_cold_brew,16860.83
L01,2023-12-31,rev_specialty_seasonal,16196.87
L01,2023-12-31,rev_tea,7716.97
L01,2023-12-31,rev_pastries,16666.56
L01,2023-12-31,rev_sandwiches,13307.53
L01,2023-12-31,rev_breakfast,7381.79
L01,2023-12-31,rev_snacks,3590.49
L01,2023-12-31,rev_whole_bean,6068.06
L01,2023-12-31,rev_brew_equipment,3419.74
L01,2023-12-31,rev_merchandise,1905.85
L01,2023-12-31,rev_gift_cards,3127.69
L01,2023-12-31,rev_catering,4669.62
L01,2023-12-31,rev_wholesale,3223.56
L01,2023-12-31,exp_coffee_beans,-31110.77
L01,2023-12-31,exp_dairy,-18628.43
L01,2023-12-31,exp_syrups,-6493.93
L01,2023-12-31,exp_food_ingredients,-15343.96
L01,2023-12-31,exp_packaging,-7332.75
L01,2023-12-31,exp_retail_cogs,-5321.01
L01,2023-12-31,exp_barista_wages,-37372.48
L01,2023-12-31,exp_shift_lead_wages,-12740.78
L01,2023-12-31,exp_store_manager_salary,-15708.66
L01,2023-12-31,exp_payroll_taxes,-6041.45
L01,2023-12-31,exp_employee_benefits,-4905.26
L01,2023-12-31,exp_overtime,-3197.99
L01,2023-12-31,exp_rent,-13033.57
L01,2023-12-31,exp_utilities,-2759.18
L01,2023-12-31,exp_property_insurance,-1080.65
L01,2023-12-31,exp_cam,-1553.58
L01,2023-12-31,exp_property_tax,-1849.98
L01,2023-12-31,exp_marketing,-3097.27
L01,2023-12-31,exp_pos_software,-1202.71
L01,2023-12-31,exp_equipment_maintenance,-1535.87
L01,2023-12-31,exp_cleaning,-1063.67
L01,2023-12-31,exp_cc_fees,-2643.54
L01,2023-12-31,exp_office_supplies,-596.11
L01,2023-12-31,exp_waste_removal,-580.05
L01,2023-12-31,exp_corporate_overhead,-4282.36
L01,2023-12-31,exp_training,-825.25
L01,2023-12-31,exp_general_liability_ins,-897.56
L01,2023-12-31,exp_bank_fees,-267.91
L01,2023-12-31,exp_depreciation,-2086.36
L01,2023-12-31,exp_professional_fees,-892.48
L01,2024-01-31,rev_drip_coffee,20954.12
L01,2024-01-31,rev_espresso_drinks,33139.07
L01,2024-01-31,rev_cold_brew,14947.01
L01,2024-01-31,rev_specialty_seasonal,13629.07
L01,2024-01-31,rev_tea,5194.13
L01,2024-01-31,rev_pastries,11951.53
L01,2024-01-31,rev_sandwiches,9815.55
L01,2024-01-31,rev_breakfast,6703.06
L01,2024-01-31,rev_snacks,3747.68
L01,2024-01-31,rev_whole_bean,4944.67
L01,2024-01-31,rev_brew_equipment,2262.8
L01,2024-01-31,rev_merchandise,1425.68
L01,2024-01-31,rev_gift_cards,2878.91
L01,2024-01-31,rev_catering,3380.54
L01,2024-01-31,rev_wholesale,2716.88
L01,2024-01-31,exp_coffee_beans,-22979.64
L01,2024-01-31,exp_dairy,-13292.71
L01,2024-01-31,exp_syrups,-4624.74
L01,2024-01-31,exp_food_ingredients,-10665.0
L01,2024-01-31,exp_packaging,-5431.45
L01,2024-01-31,exp_retail_cogs,-3958.45
L01,2024-01-31,exp_barista_wages,-33132.44
L01,2024-01-31,exp_shift_lead_wages,-9773.3
L01,2024-01-31,exp_store_manager_salary,-12780.24
L01,2024-01-31,exp_payroll_taxes,-5676.64
L01,2024-01-31,exp_employee_benefits,-4348.15
L01,2024-01-31,exp_overtime,-2410.41
L01,2024-01-31,exp_rent,-13227.15
L01,2024-01-31,exp_utilities,-2693.91
L01,2024-01-31,exp_property_insurance,-1058.73
L01,2024-01-31,exp_cam,-1507.6
L01,2024-01-31,exp_property_tax,-1854.8
L01,2024-01-31,exp_marketing,-2747.66
L01,2024-01-31,exp_pos_software,-1059.72
L01,2024-01-31,exp_equipment_maintenance,-1361.69
L01,2024-01-31,exp_cleaning,-1331.06
